title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Gordon, Gino & Fred's Road Trip",tv,"Adventure, Comedy, Reality-TV",2018,tt9170584,8.4,2353,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"Três Mulheres",tv,"Biography, Drama, History",2018,tt7276352,7.9,251,PT
"Bahamas Life",tv,Reality-TV,2018,tt8041992,7,52,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Crikey! It's the Irwins",tv,Documentary,2018,tt8994238,8.4,845,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"What We Do in the Shadows",tv,"Comedy, Fantasy, Horror",2019,tt7908628,8.6,112033,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"The Undoing",tv,"Crime, Drama, Mystery",2020,tt8134470,7.4,109957,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Plot Against America",tv,"Drama, Thriller",2020,tt9308346,7.3,11638,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Blood Runs Cold",tv,"Drama, Mystery, Reality-TV",2018,tt9387570,7.2,81,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SV, TC, TT, UY, VE"
"Border Control: Spain",tv,Reality-TV,2016,tt8006874,6.6,26,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Justice League Unlimited",tv,"Action, Adventure, Animation",2004,tt6025022,8.7,22059,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Jett,tv,"Crime, Drama, Thriller",2019,tt8594276,7.4,6473,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Nicky Jam: El Ganador",tv,"Biography, Music",2018,tt7949200,7.6,1317,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, UY, VE"
"The Outsider",tv,"Crime, Drama, Horror",2020,tt8550800,7.6,104065,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Mônica Toy",tv,"Action, Adventure, Animation",2013,tt9308254,8.2,112,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Shivering Truth",tv,"Animation, Comedy, Fantasy",2018,tt6905458,8.1,2980,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Gangs of London",tv,"Action, Crime, Drama",2020,tt7661390,8,43731,PT
"Murder in the Heartland",tv,"Crime, Documentary",2017,tt7656606,7.5,527,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"The Disappearance",tv,"Crime, Drama, Mystery",2018,tt9399222,7,1323,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
"American Nightmare",tv,"Crime, Documentary, Drama",2019,tt9499884,7.4,97,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"The Night That Didn't End",tv,Crime,2018,tt9358600,7,74,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SK, SV, TC, TT, UY, VE"
,tv,Documentary,1998,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Deadly Secrets",tv,Crime,2019,tt9416960,7.2,74,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SV, TC, TT, UY, VE"
"Killing Time",tv,Documentary,2019,tt9533596,7.8,49,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PY, SV, TC, TT, UY, VE"
"The Other Two",tv,Comedy,2019,tt8310612,7.8,11377,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Pagan Peak",tv,"Crime, Drama, Mystery",2018,tt6905756,8,10745,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"15: A Quinceañera Story",tv,Documentary,2017,tt7781198,7.1,58,"AD, ES, US"
"Héroes cotidianos",tv,Documentary,2014,tt4003572,7.2,13,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Single Long",tv,"Comedy, Short",2012,tt2505754,7.1,55,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Perry Mason",tv,"Crime, Drama, History",2020,tt2077823,7.6,29527,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Patria,tv,Drama,2020,tt6625730,8.2,6720,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Vote for Juan",tv,Comedy,2019,tt8387272,6.9,744,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"In Pursuit with John Walsh",tv,Reality-TV,2019,tt9657538,7.5,150,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Gentleman Jack",tv,"Biography, Drama, History",2019,tt7211618,8.2,16439,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,Documentary,2013,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Crime,2018,,,,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"The Lake Erie Murders",tv,"Crime, Documentary",2018,tt9412802,7,444,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
,tv,"Drama, Crime",2018,,,,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
,tv,"Drama, Crime",2018,,,,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"Gen: Lock",tv,"Action, Adventure, Animation",2018,tt7945066,7.1,1769,US
"The Red Line",tv,"Crime, Drama",2019,tt9564862,5.9,1155,"AD, ES"
"Windy City Rehab",tv,Reality-TV,2019,tt9307028,6.4,494,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The Spanish Princess",tv,"Drama, History, Romance",2019,tt8417308,6.9,11295,"BE, FR, MC"
"Your Honor",tv,"Crime, Drama, Thriller",2020,tt7440726,7.6,74714,"DK, FI, NO, PT, SE"
"Ed Stafford: First Man Out",tv,Reality-TV,2019,tt9558734,8,398,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Dead of Winter",tv,"Crime, Documentary",2019,tt9632280,7.5,283,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE"
"To Catch a Killer",tv,Crime,2018,tt8942022,7.8,50,"BO, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MD, MX, NL, PA, PE, PY, RO, SV, TC, UY, VE"
"Paranormal Caught on Camera",tv,"Documentary, Horror, Thriller",2019,tt9863048,6.2,1063,US
"Leo and Tig",tv,"Adventure, Animation, Short",2016,tt7358910,7.4,74,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Los Espookys",tv,"Comedy, Fantasy, Horror",2018,tt7721046,7.5,2937,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Chernobyl,tv,"Drama, History, Thriller",2019,tt7366338,9.3,913238,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"What's My Name: Muhammad Ali",tv,"Biography, Documentary, Sport",2019,tt6328046,8.4,2520,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bakugan: Battle Planet",tv,"Action, Adventure, Animation",2018,tt9527662,4.5,328,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Ramy,tv,"Comedy, Drama, Romance",2019,tt7649694,8,16985,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
"Why Women Kill",tv,"Comedy, Crime, Drama",2019,tt9054904,8.3,33414,"BZ, DO, EC, JM, LC, PA, PY, TC, VE"
Equador,tv,"Drama, History, Romance",2008,tt1138474,7.8,365,PT
"I Love You, Now Die: The Commonwealth v. Michelle Carter",tv,"Crime, Documentary",2019,tt9614090,7.5,8459,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Darkness: Those Who Kill",tv,"Crime, Thriller",2019,tt9466596,7.5,6526,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"60 Days on the Streets",tv,Documentary,2019,tt10035750,8.1,77,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Bay",tv,"Crime, Drama, Mystery",2019,tt8425404,7.2,12525,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Buddy vs. Duff",tv,"Game-Show, Reality-TV",2019,tt9625944,5.8,345,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"State of the Union",tv,"Comedy, Drama, Romance",2019,tt8708280,7.7,6713,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"Total DramaRama",tv,"Adventure, Animation, Comedy",2018,tt8526988,4,1069,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Intelligence,tv,Comedy,2020,tt9454736,6.3,4569,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Know This Much Is True",tv,Drama,2020,tt0425118,8.1,24566,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Gold Rush: Dave Turin's Lost Mine",tv,Reality-TV,2019,tt9703198,6.4,476,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Mediterranean Life",tv,Reality-TV,2017,tt13020234,8.2,88,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Scooby-Doo and Guess Who?",tv,"Adventure, Animation, Comedy",2019,tt8456094,7.3,2393,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Murder Decoded",tv,Crime,2018,tt8598266,7.2,69,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
GameFace,tv,Comedy,2017,tt6620620,7.7,2463,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"We Are Who We Are",tv,Drama,2020,tt9848536,7.3,10112,US
,tv,"Mystery, Documentary",2019,,,,ES
"Mexico Life",tv,Reality-TV,2016,tt5533398,7.1,50,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Angel's Last Mission: Love",tv,"Comedy, Drama, Fantasy",2019,tt10160592,7.7,4099,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,"Drama, Mystery",2019,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Polly Pocket",tv,"Action, Adventure, Animation",2018,tt8673042,6,198,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"On Tour with Asperger's Are Us",tv,"Comedy, Documentary",2019,tt9765222,7.1,117,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Batwoman,tv,"Action, Adventure, Crime",2019,tt8712204,3.6,47050,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NL, NO, PL, RO, RS, SE, SI, SK, US"
"44 Cats",tv,"Adventure, Animation, Comedy",2018,tt9699148,5.8,354,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Duff Takes The Cake",tv,Reality-TV,2019,tt10202424,7.4,29,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Primal,tv,"Action, Adventure, Animation",2019,tt10332508,8.7,23161,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2019,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Nancy Drew",tv,"Drama, Horror, Mystery",2019,tt10313176,6.7,11263,"AD, ES, PT, US"
Hierro,tv,"Crime, Mystery, Thriller",2019,tt8337662,7.5,2964,NL
"The Aquarium",tv,Reality-TV,2019,tt9780390,8.3,233,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"The L Word: Generation Q",tv,Drama,2019,tt7661384,7.4,8643,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"Property Brothers: Forever Home",tv,Reality-TV,2019,tt9855018,6.7,421,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"30 Coins",tv,"Drama, Fantasy, Horror",2020,tt9764386,7.1,11427,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Christina on the Coast",tv,Reality-TV,2019,tt8628426,4.1,725,"AD, AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SK, SV, TC, TT, US, UY, VE"
"Murder for Hire",tv,"Crime, Documentary",2019,tt9865126,7.3,95,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Documentary,2016,,,,"AD, ES"
"Lone Star Justice",tv,Documentary,2019,tt10555674,7.9,35,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,"Sci-Fi & Fantasy",2019,,,,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Guardians of the Glades",tv,Reality-TV,2019,tt10305410,6.8,182,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Third Day",tv,"Drama, Horror, Mystery",2020,tt10482370,6.4,11687,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Oswaldo,tv,"Animation, Comedy, Family",2017,tt8188422,8.1,226,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Tokyo Vice",tv,"Crime, Drama, Thriller",2022,tt2887954,8.1,50777,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Murder Loves Company",tv,Crime,2019,tt9238176,7.8,79,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Valerie's Home Cooking",tv,"Documentary, Family, Reality-TV",2015,tt4905966,7.5,145,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
sMothered,tv,Reality-TV,2019,tt10368716,4.4,291,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Say Yes to the Nest",tv,,2019,tt9564264,4.4,12,"AD, AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Still A Mystery",tv,Crime,2018,tt8241514,6.6,150,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"Love Island USA",tv,"Game-Show, Reality-TV",2019,tt8819906,5.2,2026,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"People Magazine Investigates: Cults",tv,Documentary,2018,tt8461242,7.5,203,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
