title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Gremlins: Secrets of the Mogwai",tv,"Adventure, Animation, Comedy",2022,tt9860690,7,888,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Avenue 5",tv,"Comedy, Sci-Fi",2020,tt10234362,6.7,23462,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Industry,tv,Drama,2020,tt7671070,7.4,18736,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"A Black Lady Sketch Show",tv,Comedy,2019,tt9698520,7.5,3947,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Station Eleven",tv,"Adventure, Drama, Fantasy",2021,tt10574236,7.6,37857,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,Documentary,2019,,,,NL
"The Family Chantel",tv,Reality-TV,2019,tt10584792,3.6,607,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Body Cam",tv,Documentary,2018,tt9425082,8,633,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Impact of Murder",tv,Crime,2019,tt10608564,7.3,56,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Dark Waters: Murder in the Deep",tv,"Crime, Documentary",2018,tt8785514,6.8,110,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"Pat the Dog",tv,"Animation, Comedy, Family",2017,tt5221566,5.4,110,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Aaron Needs a Job",tv,Reality-TV,2019,tt10613240,6.4,21,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Serial Killer: Devil Unchained",tv,Crime,2019,tt10558324,6.1,153,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"South Side",tv,Comedy,2019,tt9272514,8.2,2421,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"El Tigre Verón",tv,Drama,2019,tt10631536,6.5,109,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Who Killed Garrett Phillips?",tv,"Crime, Documentary, Mystery",2019,tt10532840,7.3,3148,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Delicious Miss Brown",tv,Reality-TV,2019,tt10580138,8.1,90,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Nafta Súper",tv,"Action, Adventure, Comedy",2016,tt6398630,7.2,87,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Por la Máscara",tv,"Action, Comedy, Drama",2018,tt9189314,7.7,25,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Prodigal Son",tv,"Crime, Drama, Mystery",2019,tt10327354,7.7,24368,US
"Joint Venture",tv,"Crime, Drama",2019,tt10756754,7.9,675,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Shadows of Death",tv,Crime,2019,tt10486740,7.3,31,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Ghost Brothers: Haunted Houseguests",tv,Reality-TV,2019,tt10687236,6.8,197,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Twisted Sisters",tv,"Crime, Documentary",2018,tt8342226,6.6,147,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"Total Control",tv,"Drama, Thriller",2019,tt9318588,7.9,1911,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Drama,2015,,,,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Extreme Measures",tv,Crime,2018,tt8499046,8,47,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HU, JM, LC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SK, SV, TC, TT, UY, VE"
"En el corredor de la muerte",tv,"Biography, Drama",2019,tt9639820,7.2,447,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
,tv,Documentary,2019,,,,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Lies that Bind",tv,Documentary,2019,tt12014030,7.2,22,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SK, SV, TC, TT, UY, VE"
"Children of the Snow",tv,Documentary,2019,tt10019004,6.9,324,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Miracle",tv,Drama,2019,tt10723804,7,3944,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Murder Tapes",tv,Crime,2019,tt10836794,7.8,682,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SK, SV, TC, TT, US, UY, VE"
"Na stojáka",tv,Comedy,2004,tt1368427,6.5,50,"CZ, HU, MD, RO, SK"
"The Capture",tv,"Crime, Mystery, Thriller",2019,tt8201186,8,24346,PT
"The Flight Attendant",tv,"Comedy, Drama, Mystery",2020,tt7569576,7.1,64195,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Breeders,tv,"Comedy, Drama",2020,tt8129450,7.6,8829,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Malaka,tv,"Drama, Thriller",2019,tt9756000,7.3,364,"AD, ES"
"Too Close",tv,"Crime, Drama, Mystery",2021,tt10939214,6.8,4276,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
Frayed,tv,"Comedy, Drama",2019,tt9214692,7.5,3173,US
"Valley of the Damned",tv,Crime,2019,tt10980932,6.6,71,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MD, MX, NI, NL, PA, PE, PY, RO, SV, TC, TT, UY, VE"
"Lucas the Spider",tv,"Animation, Family, Short",2017,tt9054228,8,275,"AD, AG, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Holzer Files",tv,"Horror, Mystery",2019,tt10738706,7.2,839,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2018,,,,"AR, BE, BG, BO, BR, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, HU, JM, LC, MC, MD, MX, NL, NO, PA, PE, PY, RO, SK, SV, TC, UY, VE"
"Dr. Death",tv,"Crime, Drama, Thriller",2021,tt9179552,7.6,17850,PT
Romulus,tv,"Drama, Fantasy, History",2020,tt10405220,7,3092,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Someone You Thought You Knew",tv,Drama,2018,tt8738580,7.1,126,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE"
Slovania,tv,"Adventure, Fantasy",2021,tt10720724,5.9,432,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Great",tv,"Biography, Comedy, Drama",2020,tt2235759,8.1,57250,"AD, AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Rogue Heroes",tv,"Action, Drama, Thriller",2022,tt10405370,8.1,23297,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PT, RO, RS, SE, SI, SK"
"The Island",tv,"Drama, Sci-Fi, Thriller",2020,tt10384106,6.8,2671,"DK, FI, NO, SE"
"Lego Masters",tv,Game-Show,2020,tt9615014,7.5,3365,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Doki,tv,"Adventure, Animation, Family",2009,tt3648112,7.6,230,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Made in Italy",tv,Comedy,2019,tt9260992,7.6,684,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Exit,tv,"Crime, Drama, Thriller",2019,tt9612102,8.2,14671,NL
"Steven Universe Future",tv,"Action, Adventure, Animation",2019,tt13714610,7.6,5439,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Love Me",tv,"Comedy, Drama, Romance",2019,tt9325320,7.8,3935,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Fixer to Fabulous",tv,Reality-TV,2019,tt12226680,8.1,492,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"King of the Skies",tv,"Action, Adventure, Biography",2020,tt10230370,7.7,634,NL
"Expedition with Steve Backshall",tv,Documentary,2019,tt8451372,8.2,245,"AR, BO, BR, BZ, CL, CO, CR, DO, EC, GT, JM, LC, MX, PA, PE, PY, SV, TC, UY, VE"
"Rock the Block",tv,Reality-TV,2019,tt10183798,7,406,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Bronco, Un Éxito Indomable",tv,Drama,2019,tt11001826,8.4,59,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mr. Magoo",tv,"Adventure, Animation, Comedy",2019,tt10544020,6.9,81,"BA, BG, CZ, HR, HU, MD, ME, MK, NL, PL, RO, RS, SI, SK"
"Vida perfecta",tv,"Comedy, Drama",2019,tt8344544,7.3,1213,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Adventure Time: Distant Lands",tv,"Action, Adventure, Animation",2020,tt11165358,8.7,8725,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Trackers,tv,"Action, Crime, Drama",2019,tt9074360,6.5,1419,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"House of the Dragon",tv,"Action, Adventure, Drama",2022,tt11198330,8.3,457139,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Expedition Bigfoot",tv,Adventure,2019,tt11274284,6.1,1255,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Betty,tv,"Comedy, Sport",2020,tt10814438,7.1,2938,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Tainted,tv,Thriller,2019,tt11202814,7,363,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Turma da Mônica Jovem",tv,"Adventure, Animation, Comedy",2015,tt11128176,7.8,152,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Gossip Girl",tv,"Drama, Romance",2021,tt10653784,5.4,14882,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Lanterns,tv,"Action, Adventure, Crime",,tt26545992,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Tu parte del trato",tv,Thriller,2019,tt10616310,7.2,119,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Object of Murder",tv,Reality-TV,2019,tt11151704,7.6,47,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PY, RO, SV, TC, TT, UY, VE"
"The Athena",tv,Family,2019,tt8785372,7.6,111,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Plastic Surgery Undressed",tv,Documentary,2019,tt11593552,5.3,13,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Welcome to Plathville",tv,Reality-TV,2019,tt11399498,5.5,680,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2013,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Whole Truth with Sunny Hostin",tv,"Crime, Documentary, Reality",2019,tt10183848,5.2,32,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HN, HU, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SK, SV, TC, TT, US, UY, VE"
"Broken Trust",tv,Crime,2018,tt8684752,6.9,56,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE"
"We're Here",tv,Reality-TV,2020,tt11285856,8.2,3322,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2019,,,,"HN, US"
,tv,,2019,,,,PL
"Holiday Wars",tv,Reality-TV,2018,tt9335658,5.7,191,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
McMillions,tv,"Crime, Documentary, History",2020,tt9148598,7.2,9492,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"White House Plumbers",tv,"Biography, Drama, History",2023,tt11468254,6.8,11315,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Holiday Gingerbread Showdown",tv,Reality-TV,2018,tt9418676,7.2,59,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"Momma Named Me Sheriff",tv,"Animation, Comedy",2019,tt11305746,6.2,962,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Let's Go Luna!",tv,"Animation, Comedy, Family",2018,tt7200884,7.7,225,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Des,tv,"Biography, Crime, Drama",2020,tt11656892,7.6,21907,NL
"The Adventures of Paddington",tv,"Adventure, Animation, Comedy",2019,tt7772600,8.3,683,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
"La Unidad",tv,"Action, Drama, Thriller",2020,tt10230502,7.4,1948,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
,tv,Documentary,2015,,,,NO
"My Home My Destiny",tv,Drama,2019,tt11100380,6,2933,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Goes Wrong Show",tv,Comedy,2019,tt9860664,8.6,3206,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Gui e Estopa",tv,"Animation, Comedy, Family",2004,tt11762462,8.2,86,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Dragon Quest: The Adventure of Dai",tv,"Action, Adventure, Animation",2020,tt11858104,7.9,1352,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Dave,tv,"Comedy, Music",2020,tt8531222,8.2,26505,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"My Feet Are Killing Me",tv,Reality-TV,2020,tt11498422,6.8,302,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
,tv,,2012,,,,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Auga Seca",tv,"Crime, Drama",2020,tt10495654,6.5,470,"AD, ES, PT"
,tv,"Kids, Family",2009,,,,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Care Bears: Unlock the Magic",tv,"Adventure, Animation, Comedy",2019,tt8975856,6.6,123,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Love Monster",tv,"Animation, Family, Short",2020,tt11437474,6.5,68,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Villainous,tv,"Animation, Comedy, Family",2017,tt7049818,7.5,988,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"1000-lb Sisters",tv,Reality-TV,2020,tt11617414,6.1,1431,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
